Period,Month,Shop,Category,Drink,Quantity,Net Revenue,Transactions
Last Year 3M,2025-04,Kilkenny Plus,Coffee & more,Cinnamel Latte,3.0,9.3,3
Last Year 3M,2025-04,Kilkenny Plus,Coffee & more,Espresso,9.0,22.5,9
Last Year 3M,2025-04,Kilkenny Plus,Coffee & more,Flat white,3.0,10.05,2
Last Year 3M,2025-04,Kilkenny Plus,Coffee & more,Frappé,4.0,21.2,4
Last Year 3M,2025-04,Kilkenny Plus,Coffee & more,Hot Choc,1.0,3.5,1
Last Year 3M,2025-04,Kilkenny Plus,Coffee & more,Iced Vanilla cold cap,2.0,10.4,2
Last Year 3M,2025-04,Kilkenny Plus,Coffee & more,Iced caramel latte,36.0,179.1,33
Last Year 3M,2025-04,Kilkenny Plus,Coffee & more,Iced latte (1),2.0,9.7,2
Last Year 3M,2025-04,Kilkenny Plus,Coffee & more,Latte,19.0,77.8,18
Last Year 3M,2025-04,Kilkenny Plus,Coffee & more,Pistachio latte,12.0,58.2,11
Last Year 3M,2025-04,Kilkenny Plus,Coffee & more,Toasted brown sugar,29.0,148.54,28
Last Year 3M,2025-04,Kilkenny Plus,Coffee & more,White chocolate mocha,17.0,79.75,16
Last Year 3M,2025-04,Kilkenny Plus,Fruit tea,Apple Soda,19.0,73.14,19
Last Year 3M,2025-04,Kilkenny Plus,Fruit tea,Apple lemonade tea,23.0,90.4,22
Last Year 3M,2025-04,Kilkenny Plus,Fruit tea,Lemonade no boba medium,18.0,60.2,17
Last Year 3M,2025-04,Kilkenny Plus,Fruit tea,Mango Iced Teas,11.0,35.58,11
Last Year 3M,2025-04,Kilkenny Plus,Fruit tea,Mango Passion Lemonade,6.0,23.2,6
Last Year 3M,2025-04,Kilkenny Plus,Fruit tea,Mango Soda (NEW),5.0,18.9,5
Last Year 3M,2025-04,Kilkenny Plus,Fruit tea,Passion black tea,1.0,3.5,1
Last Year 3M,2025-04,Kilkenny Plus,Fruit tea,Passionfruit IT,2.0,7.56,2
Last Year 3M,2025-04,Kilkenny Plus,Fruit tea,Peach iced tea,8.0,31.06,8
Last Year 3M,2025-04,Kilkenny Plus,Fruit tea,Strawberry Lemonade,125.0,483.36,103
Last Year 3M,2025-04,Kilkenny Plus,Fruit tea,Strawberry Passion lemonade,65.0,264.31,60
Last Year 3M,2025-04,Kilkenny Plus,Fruit tea,Watermelon Lemonade,54.0,199.39,49
Last Year 3M,2025-04,Kilkenny Plus,Fruit tea,mango passion Fruit Tea,3.0,15.75,3
Last Year 3M,2025-04,Kilkenny Plus,Milk tea,Bueno Bliss Boba,11.0,53.85,8
Last Year 3M,2025-04,Kilkenny Plus,Milk tea,Honey Mango Latte,9.0,44.06,9
Last Year 3M,2025-04,Kilkenny Plus,Milk tea,Honeydew MT,8.0,39.0,6
Last Year 3M,2025-04,Kilkenny Plus,Milk tea,Mango Milk Tea,7.0,25.16,6
Last Year 3M,2025-04,Kilkenny Plus,Milk tea,Mango Milk tea,5.0,23.25,5
Last Year 3M,2025-04,Kilkenny Plus,Milk tea,Matcha Latte,31.0,151.75,26
Last Year 3M,2025-04,Kilkenny Plus,Milk tea,Original milk tea,33.0,164.85,25
Last Year 3M,2025-04,Kilkenny Plus,Milk tea,Strawberry Sunset,64.0,318.9,60
Last Year 3M,2025-04,Kilkenny Plus,Milk tea,Strawberry milk tea,2.0,10.4,2
Last Year 3M,2025-04,Kilkenny Plus,Milk tea,Taro milk tea,37.0,164.4,35
Last Year 3M,2025-04,Kilkenny Plus,Milk tea,Tiger Milk,82.0,414.1,73
Last Year 3M,2025-04,Kilkenny Plus,Namo Plus,Cinnamon Bun Latte,3.0,13.5,2
Last Year 3M,2025-04,Kilkenny Plus,Namo Plus,Starboy,222.0,868.03,196
Last Year 3M,2025-04,Kilkenny Plus,Smoothies,Dragonfruit Strawberry,8.0,48.7,8
Last Year 3M,2025-04,Kilkenny Plus,Smoothies,Dream,24.0,140.7,22
Last Year 3M,2025-04,Kilkenny Plus,Smoothies,Mango Passionfruit smoothie,42.0,237.3,41
Last Year 3M,2025-04,Kilkenny Plus,Specials,Pink velvet (coffee),1.0,4.9,1
Last Year 3M,2025-04,Kilkenny Plus,Specials,Piñalada,31.0,152.58,29
Last Year 3M,2025-04,Kilkenny Plus,Specials,Straw Matcha,20.0,100.2,20
Last Year 3M,2025-04,Kilkenny Plus,Specials,strawberry pinalada,1.0,4.8,1
Last Year 3M,2025-05,Carlow,Acai bowls & Smoothies,Classic acai,485.0,4178.69,407
Last Year 3M,2025-05,Carlow,Acai bowls & Smoothies,MangoLoco,60.0,538.75,55
Last Year 3M,2025-05,Carlow,Coffee & more,Americano,25.0,87.5,24
Last Year 3M,2025-05,Carlow,Coffee & more,Bueno iced latte,107.0,552.75,97
Last Year 3M,2025-05,Carlow,Coffee & more,Cappuccino,38.0,140.5,30
Last Year 3M,2025-05,Carlow,Coffee & more,Chai latte,1.0,4.65,1
Last Year 3M,2025-05,Carlow,Coffee & more,Dirty Chai,2.0,9.7,2
Last Year 3M,2025-05,Carlow,Coffee & more,Espresso,3.0,7.5,3
Last Year 3M,2025-05,Carlow,Coffee & more,Flat white,6.0,20.1,6
Last Year 3M,2025-05,Carlow,Coffee & more,Frappé,3.0,18.6,3
Last Year 3M,2025-05,Carlow,Coffee & more,Hot Choc,1.0,3.5,1
Last Year 3M,2025-05,Carlow,Coffee & more,Iced Americano,4.0,18.8,4
Last Year 3M,2025-05,Carlow,Coffee & more,Iced Vanilla cold cap,15.0,79.04,15
Last Year 3M,2025-05,Carlow,Coffee & more,Iced caramel latte,75.0,393.75,69
Last Year 3M,2025-05,Carlow,Coffee & more,Iced latte (1),18.0,98.1,17
Last Year 3M,2025-05,Carlow,Coffee & more,Latte,60.0,217.4,56
Last Year 3M,2025-05,Carlow,Coffee & more,OrangeEspresso,1.0,3.5,1
Last Year 3M,2025-05,Carlow,Coffee & more,Pistachio latte,44.0,220.59,41
Last Year 3M,2025-05,Carlow,Coffee & more,Tea,5.0,12.5,5
Last Year 3M,2025-05,Carlow,Coffee & more,Toasted brown sugar,38.0,198.1,35
Last Year 3M,2025-05,Carlow,Coffee & more,White chocolate mocha,63.0,331.75,57
Last Year 3M,2025-05,Carlow,Fruit tea,Apple Soda,28.0,109.14,28
Last Year 3M,2025-05,Carlow,Fruit tea,Apple lemonade tea,5.0,19.43,5
Last Year 3M,2025-05,Carlow,Fruit tea,Mango Iced Teas,1.0,3.05,1
Last Year 3M,2025-05,Carlow,Fruit tea,Mango Passion Lemonade,4.0,16.58,4
Last Year 3M,2025-05,Carlow,Fruit tea,Mango Soda (NEW),1.0,3.78,1
Last Year 3M,2025-05,Carlow,Fruit tea,Peach iced tea,1.0,3.7,1
Last Year 3M,2025-05,Carlow,Fruit tea,Strawberry Lemonade,97.0,384.67,92
Last Year 3M,2025-05,Carlow,Fruit tea,Strawberry Passion lemonade,92.0,375.15,87
Last Year 3M,2025-05,Carlow,Fruit tea,Watermelon Lemonade,74.0,286.81,68
Last Year 3M,2025-05,Carlow,Fruit tea,mango passion Fruit Tea,2.0,9.3,1
Last Year 3M,2025-05,Carlow,Milk tea,Bueno Bliss Boba,24.0,118.05,20
Last Year 3M,2025-05,Carlow,Milk tea,Earl Grey,15.0,78.45,15
Last Year 3M,2025-05,Carlow,Milk tea,Honey Mango Latte,19.0,100.45,15
Last Year 3M,2025-05,Carlow,Milk tea,Matcha Latte,3.0,16.05,3
Last Year 3M,2025-05,Carlow,Milk tea,Matcha Latte (no boba),76.0,373.39,70
Last Year 3M,2025-05,Carlow,Milk tea,Oat matcha latte HOT (no boba),2.0,9.7,2
Last Year 3M,2025-05,Carlow,Milk tea,Original milk tea,50.0,260.0,40
Last Year 3M,2025-05,Carlow,Milk tea,Strawberry Sunset,46.0,226.3,43
Last Year 3M,2025-05,Carlow,Milk tea,Strawberry milk tea,1.0,4.75,1
Last Year 3M,2025-05,Carlow,Milk tea,Taro milk tea,27.0,134.55,26
Last Year 3M,2025-05,Carlow,Milk tea,Tiger Milk,36.0,188.31,31
Last Year 3M,2025-05,Carlow,Namo Plus,Starboy,113.0,454.02,100
Last Year 3M,2025-05,Carlow,Smoothies,Dream,20.0,119.2,19
Last Year 3M,2025-05,Carlow,Smoothies,Mango Passionfruit smoothie,37.0,213.26,34
Last Year 3M,2025-05,Carlow,Specials,Cinema deal (mon - wed),5.0,68.55,4
Last Year 3M,2025-05,Carlow,Specials,Enchiladas,23.0,218.98,23
Last Year 3M,2025-05,Carlow,Specials,Loaded Chipotle Wedges,54.0,562.85,50
Last Year 3M,2025-05,Carlow,Specials,Pink velvet (coffee),12.0,66.0,12
Last Year 3M,2025-05,Carlow,Specials,Piñalada,15.0,72.3,15
Last Year 3M,2025-05,Carlow,Specials,Quesadilla,90.0,917.32,86
Last Year 3M,2025-05,Carlow,Specials,Straw Matcha,3.0,15.15,3
Last Year 3M,2025-05,Carlow,Specials,Straw Matcha (excl boba),23.0,120.95,20
Last Year 3M,2025-05,Carlow,Specials,Strawberry red velvet milk t,3.0,11.76,3
Last Year 3M,2025-05,Carlow,Specials,strawberry pinalada,16.0,84.5,14
Last Year 3M,2025-05,Clonmel,Acai bowls & Smoothies,Classic acai,561.0,4795.83,473
Last Year 3M,2025-05,Clonmel,Coffee & more,3€ Coffe,13.0,38.25,11
Last Year 3M,2025-05,Clonmel,Coffee & more,Americano,18.0,63.0,18
Last Year 3M,2025-05,Clonmel,Coffee & more,Bueno iced latte,70.0,372.6,65
Last Year 3M,2025-05,Clonmel,Coffee & more,Cappuccino,43.0,156.3,42
Last Year 3M,2025-05,Clonmel,Coffee & more,Cinnamel Latte,2.0,9.3,2
Last Year 3M,2025-05,Clonmel,Coffee & more,Espresso,6.0,15.0,5
Last Year 3M,2025-05,Clonmel,Coffee & more,Flat white,8.0,28.0,8
Last Year 3M,2025-05,Clonmel,Coffee & more,Hot Choc,2.0,7.0,2
Last Year 3M,2025-05,Clonmel,Coffee & more,Iced Americano,2.0,9.4,2
Last Year 3M,2025-05,Clonmel,Coffee & more,Iced Vanilla cold cap,5.0,25.15,5
Last Year 3M,2025-05,Clonmel,Coffee & more,Iced caramel latte,60.0,312.29,56
Last Year 3M,2025-05,Clonmel,Coffee & more,Iced latte (1),1.0,5.45,1
Last Year 3M,2025-05,Clonmel,Coffee & more,Latte,33.0,119.15,29
Last Year 3M,2025-05,Clonmel,Coffee & more,Pistachio latte,12.0,62.1,10
Last Year 3M,2025-05,Clonmel,Coffee & more,Toasted brown sugar,12.0,63.9,12
Last Year 3M,2025-05,Clonmel,Coffee & more,White chocolate mocha,31.0,159.15,27
Last Year 3M,2025-05,Clonmel,Fruit tea,Apple Soda,1.0,4.44,1
Last Year 3M,2025-05,Clonmel,Fruit tea,Apple lemonade tea,52.0,199.5,49
Last Year 3M,2025-05,Clonmel,Fruit tea,Lemonade no boba medium,5.0,16.52,4
Last Year 3M,2025-05,Clonmel,Fruit tea,Mango Iced Teas,5.0,15.25,4
Last Year 3M,2025-05,Clonmel,Fruit tea,Mango Passion Lemonade,39.0,151.67,31
Last Year 3M,2025-05,Clonmel,Fruit tea,Mango Soda (NEW),23.0,89.86,21
Last Year 3M,2025-05,Clonmel,Fruit tea,Passion black tea,2.0,7.0,2
Last Year 3M,2025-05,Clonmel,Fruit tea,Strawberry Lemonade,108.0,430.93,99
Last Year 3M,2025-05,Clonmel,Fruit tea,Strawberry Passion lemonade,65.0,260.67,62
Last Year 3M,2025-05,Clonmel,Fruit tea,Watermelon Lemonade,60.0,237.86,60
Last Year 3M,2025-05,Clonmel,Fruit tea,mango passion Fruit Tea,1.0,4.65,1
Last Year 3M,2025-05,Clonmel,Milk tea,Honey Mango Latte,11.0,50.89,8
Last Year 3M,2025-05,Clonmel,Milk tea,Matcha Latte,2.0,10.4,2
Last Year 3M,2025-05,Clonmel,Milk tea,Matcha Latte (no boba),100.0,490.66,91
Last Year 3M,2025-05,Clonmel,Milk tea,Oat matcha latte HOT (no boba),2.0,9.7,2
Last Year 3M,2025-05,Clonmel,Milk tea,Original milk tea,54.0,266.57,45
Last Year 3M,2025-05,Clonmel,Milk tea,Strawberry Sunset,56.0,284.1,50
Last Year 3M,2025-05,Clonmel,Milk tea,Strawberry milk tea,8.0,38.9,8
Last Year 3M,2025-05,Clonmel,Milk tea,Taro milk tea,32.0,156.9,29
Last Year 3M,2025-05,Clonmel,Milk tea,Tiger Milk,58.0,283.75,52
Last Year 3M,2025-05,Clonmel,Namo Plus,Starboy,117.0,466.11,104
Last Year 3M,2025-05,Clonmel,Smoothies,Dream,4.0,22.46,4
Last Year 3M,2025-05,Clonmel,Smoothies,Mango Passionfruit smoothie,72.0,430.2,63
Last Year 3M,2025-05,Clonmel,Specials,Cinema deal (mon - wed),3.0,42.29,2
Last Year 3M,2025-05,Clonmel,Specials,Enchiladas,21.0,213.47,21
Last Year 3M,2025-05,Clonmel,Specials,Loaded Chipotle Wedges,18.0,182.81,17
Last Year 3M,2025-05,Clonmel,Specials,Piñalada,3.0,16.2,3
Last Year 3M,2025-05,Clonmel,Specials,Quesadilla,34.0,343.83,34
Last Year 3M,2025-05,Clonmel,Specials,Straw Matcha,1.0,4.75,1
Last Year 3M,2025-05,Clonmel,Specials,Straw Matcha (excl boba),14.0,71.0,13
Last Year 3M,2025-05,Clonmel,Specials,strawberry pinalada,35.0,179.4,33
Last Year 3M,2025-05,Food Trailer,Acai bowls & Smoothies,Classic acai,5.0,34.0,5
Last Year 3M,2025-05,Kilkenny Mexican,Fruit tea,Strawberry Lemonade,1.0,3.74,1
Last Year 3M,2025-05,Kilkenny Mexican,Specials,Enchiladas,9.0,95.41,8
Last Year 3M,2025-05,Kilkenny Mexican,Specials,Loaded Chipotle Wedges,32.0,318.59,30
Last Year 3M,2025-05,Kilkenny Mexican,Specials,Quesadilla,66.0,712.93,60
Last Year 3M,2025-05,Kilkenny Plus,Acai bowls & Smoothies,Classic acai,221.0,1887.35,200
Last Year 3M,2025-05,Kilkenny Plus,Acai bowls & Smoothies,MangoLoco,48.0,426.81,47
Last Year 3M,2025-05,Kilkenny Plus,Acai bowls & Smoothies,Medium Acai Bowl,576.0,4667.15,543
Last Year 3M,2025-05,Kilkenny Plus,Acai bowls & Smoothies,Small Acai Bowl,89.0,508.7,84
Last Year 3M,2025-05,Kilkenny Plus,Coffee & more,Americano,16.0,52.5,14
Last Year 3M,2025-05,Kilkenny Plus,Coffee & more,Bueno iced latte,74.0,377.59,71
Last Year 3M,2025-05,Kilkenny Plus,Coffee & more,Cappuccino,14.0,51.1,14
Last Year 3M,2025-05,Kilkenny Plus,Coffee & more,Chai latte,1.0,4.65,1
Last Year 3M,2025-05,Kilkenny Plus,Coffee & more,Cinnamel Latte,2.0,11.1,1
Last Year 3M,2025-05,Kilkenny Plus,Coffee & more,Dirty Chai,2.0,9.39,2
Last Year 3M,2025-05,Kilkenny Plus,Coffee & more,Espresso,5.0,11.88,5
Last Year 3M,2025-05,Kilkenny Plus,Coffee & more,Flat white,1.0,3.35,1
Last Year 3M,2025-05,Kilkenny Plus,Coffee & more,Frappé,7.0,38.9,7
Last Year 3M,2025-05,Kilkenny Plus,Coffee & more,Hot Choc,3.0,10.5,3
Last Year 3M,2025-05,Kilkenny Plus,Coffee & more,Iced Americano,9.0,42.3,9
Last Year 3M,2025-05,Kilkenny Plus,Coffee & more,Iced Vanilla cold cap,3.0,14.55,3
Last Year 3M,2025-05,Kilkenny Plus,Coffee & more,Iced caramel latte,49.0,246.65,46
Last Year 3M,2025-05,Kilkenny Plus,Coffee & more,Iced latte (1),19.0,93.95,15
Last Year 3M,2025-05,Kilkenny Plus,Coffee & more,Latte,20.0,78.79,17
Last Year 3M,2025-05,Kilkenny Plus,Coffee & more,Pistachio latte,9.0,38.8,9
Last Year 3M,2025-05,Kilkenny Plus,Coffee & more,Toasted brown sugar,26.0,129.95,26
Last Year 3M,2025-05,Kilkenny Plus,Coffee & more,White chocolate mocha,13.0,64.25,11
Last Year 3M,2025-05,Kilkenny Plus,Fruit tea,Apple Soda,51.0,198.36,47
Last Year 3M,2025-05,Kilkenny Plus,Fruit tea,Apple lemonade tea,12.0,47.27,12
Last Year 3M,2025-05,Kilkenny Plus,Fruit tea,Lemonade no boba medium,29.0,101.31,28
Last Year 3M,2025-05,Kilkenny Plus,Fruit tea,Mango Iced Teas,23.0,70.15,21
Last Year 3M,2025-05,Kilkenny Plus,Fruit tea,Mango Passion Lemonade,12.0,49.01,7
Last Year 3M,2025-05,Kilkenny Plus,Fruit tea,Mango Soda (NEW),16.0,62.67,14
Last Year 3M,2025-05,Kilkenny Plus,Fruit tea,Passion black tea,2.0,8.46,2
Last Year 3M,2025-05,Kilkenny Plus,Fruit tea,Peach iced tea,10.0,38.46,10
Last Year 3M,2025-05,Kilkenny Plus,Fruit tea,Strawberry Lemonade,223.0,879.09,193
Last Year 3M,2025-05,Kilkenny Plus,Fruit tea,Strawberry Passion lemonade,123.0,516.05,114
Last Year 3M,2025-05,Kilkenny Plus,Fruit tea,Watermelon Lemonade,121.0,460.22,109
Last Year 3M,2025-05,Kilkenny Plus,Fruit tea,mango passion Fruit Tea,4.0,22.2,3
Last Year 3M,2025-05,Kilkenny Plus,Milk tea,Bueno Bliss Boba,37.0,185.35,34
Last Year 3M,2025-05,Kilkenny Plus,Milk tea,Honey Mango Latte,30.0,151.2,26
Last Year 3M,2025-05,Kilkenny Plus,Milk tea,Honeydew MT,10.0,51.0,9
Last Year 3M,2025-05,Kilkenny Plus,Milk tea,Mango Milk Tea,6.0,17.05,6
Last Year 3M,2025-05,Kilkenny Plus,Milk tea,Matcha Latte,2.0,11.3,1
Last Year 3M,2025-05,Kilkenny Plus,Milk tea,Matcha Latte (no boba),66.0,313.04,62
Last Year 3M,2025-05,Kilkenny Plus,Milk tea,Original milk tea,108.0,536.85,94
Last Year 3M,2025-05,Kilkenny Plus,Milk tea,Strawberry Sunset,108.0,541.1,98
Last Year 3M,2025-05,Kilkenny Plus,Milk tea,Strawberry milk tea,4.0,19.9,4
Last Year 3M,2025-05,Kilkenny Plus,Milk tea,Taro milk tea,56.0,270.15,43
Last Year 3M,2025-05,Kilkenny Plus,Milk tea,Tiger Milk,93.0,472.95,80
Last Year 3M,2025-05,Kilkenny Plus,Namo Plus,Cinnamon Bun Latte,3.0,13.5,3
Last Year 3M,2025-05,Kilkenny Plus,Namo Plus,Starboy,217.0,841.68,194
Last Year 3M,2025-05,Kilkenny Plus,Smoothies,Dream,51.0,294.15,47
Last Year 3M,2025-05,Kilkenny Plus,Smoothies,Mango Passionfruit smoothie,86.0,496.28,83
Last Year 3M,2025-05,Kilkenny Plus,Specials,Pink velvet (coffee),13.0,63.37,13
Last Year 3M,2025-05,Kilkenny Plus,Specials,Piñalada,38.0,200.1,36
Last Year 3M,2025-05,Kilkenny Plus,Specials,Straw Matcha,2.0,10.4,2
Last Year 3M,2025-05,Kilkenny Plus,Specials,Straw Matcha (excl boba),64.0,303.42,62
Last Year 3M,2025-05,Kilkenny Plus,Specials,Strawberry red velvet milk t,1.0,3.48,1
Last Year 3M,2025-05,Kilkenny Plus,Specials,strawberry pinalada,3.0,16.2,3
Last Year 3M,2025-06,Carlow,Acai bowls & Smoothies,Classic acai,417.0,3526.32,340
Last Year 3M,2025-06,Carlow,Acai bowls & Smoothies,MangoLoco,75.0,676.5,68
Last Year 3M,2025-06,Carlow,Coffee & more,Americano,22.0,77.0,20
Last Year 3M,2025-06,Carlow,Coffee & more,Bueno iced latte,101.0,526.47,90
Last Year 3M,2025-06,Carlow,Coffee & more,Cappuccino,41.0,148.09,37
Last Year 3M,2025-06,Carlow,Coffee & more,Chai latte,3.0,13.95,2
Last Year 3M,2025-06,Carlow,Coffee & more,Dirty Chai,2.0,12.1,2
Last Year 3M,2025-06,Carlow,Coffee & more,Espresso,8.0,18.13,7
Last Year 3M,2025-06,Carlow,Coffee & more,Flat white,10.0,34.7,10
Last Year 3M,2025-06,Carlow,Coffee & more,Iced Americano,2.0,11.2,2
Last Year 3M,2025-06,Carlow,Coffee & more,Iced Vanilla cold cap,9.0,47.85,9
Last Year 3M,2025-06,Carlow,Coffee & more,Iced caramel latte,82.0,438.8,72
Last Year 3M,2025-06,Carlow,Coffee & more,Iced latte (1),25.0,134.01,24
Last Year 3M,2025-06,Carlow,Coffee & more,Latte,38.0,141.35,34
Last Year 3M,2025-06,Carlow,Coffee & more,"Oat, Coconut Milk",2.0,0.73,1
Last Year 3M,2025-06,Carlow,Coffee & more,OrangeEspresso,1.0,3.5,1
Last Year 3M,2025-06,Carlow,Coffee & more,Pistachio latte,60.0,315.36,55
Last Year 3M,2025-06,Carlow,Coffee & more,Tea,11.0,27.5,11
Last Year 3M,2025-06,Carlow,Coffee & more,Toasted brown sugar,40.0,208.2,36
Last Year 3M,2025-06,Carlow,Coffee & more,White chocolate mocha,32.0,165.0,32
Last Year 3M,2025-06,Carlow,Fruit tea,Apple Soda,18.0,71.06,17
Last Year 3M,2025-06,Carlow,Fruit tea,Apple lemonade tea,16.0,62.37,16
Last Year 3M,2025-06,Carlow,Fruit tea,Lemonade no boba medium,1.0,3.3,1
Last Year 3M,2025-06,Carlow,Fruit tea,Mango Passion Lemonade,25.0,93.64,22
Last Year 3M,2025-06,Carlow,Fruit tea,Strawberry Lemonade,123.0,487.77,110
Last Year 3M,2025-06,Carlow,Fruit tea,Strawberry Passion lemonade,76.0,314.36,69
Last Year 3M,2025-06,Carlow,Fruit tea,Watermelon Lemonade,55.0,214.73,50
Last Year 3M,2025-06,Carlow,Fruit tea,mango passion Fruit Tea,1.0,5.55,1
Last Year 3M,2025-06,Carlow,Milk tea,Bueno Bliss Boba,10.0,51.5,9
Last Year 3M,2025-06,Carlow,Milk tea,Earl Grey,20.0,102.9,16
Last Year 3M,2025-06,Carlow,Milk tea,Honey Mango Latte,19.0,93.49,17
Last Year 3M,2025-06,Carlow,Milk tea,Matcha Latte (no boba),76.0,395.62,71
Last Year 3M,2025-06,Carlow,Milk tea,Original milk tea,42.0,220.2,42
Last Year 3M,2025-06,Carlow,Milk tea,Pistachio Crunch Latte,5.0,26.95,4
Last Year 3M,2025-06,Carlow,Milk tea,Strawberry Sunset,28.0,141.6,26
Last Year 3M,2025-06,Carlow,Milk tea,Strawberry milk tea,4.0,19.9,3
Last Year 3M,2025-06,Carlow,Milk tea,Taro milk tea,24.0,121.74,22
Last Year 3M,2025-06,Carlow,Milk tea,Tiger Milk,24.0,125.3,22
Last Year 3M,2025-06,Carlow,Namo Plus,Starboy,111.0,443.64,95
Last Year 3M,2025-06,Carlow,Namo Plus Extras,3€ Coffee Deal,2.0,7.2,2
Last Year 3M,2025-06,Carlow,Smoothies,Dream,15.0,89.85,15
Last Year 3M,2025-06,Carlow,Smoothies,Mango Passionfruit smoothie,23.0,111.05,23
Last Year 3M,2025-06,Carlow,Specials,Cinema deal (mon - wed),1.0,14.09,1
Last Year 3M,2025-06,Carlow,Specials,Enchiladas,19.0,195.88,19
Last Year 3M,2025-06,Carlow,Specials,Loaded Chipotle Wedges,41.0,429.74,35
Last Year 3M,2025-06,Carlow,Specials,Pink velvet (coffee),8.0,38.25,8
Last Year 3M,2025-06,Carlow,Specials,Piñalada,15.0,77.58,15
Last Year 3M,2025-06,Carlow,Specials,Quesadilla,85.0,879.08,80
Last Year 3M,2025-06,Carlow,Specials,Straw Matcha (excl boba),39.0,208.06,32
Last Year 3M,2025-06,Carlow,Specials,Strawberry red velvet milk t,4.0,15.9,4
Last Year 3M,2025-06,Carlow,Specials,strawberry pinalada,12.0,58.9,11
Last Year 3M,2025-06,Clonmel,Acai bowls & Smoothies,Classic acai,696.0,5949.2,611
Last Year 3M,2025-06,Clonmel,Coffee & more,3€ Coffe,12.0,36.0,11
Last Year 3M,2025-06,Clonmel,Coffee & more,Americano,27.0,94.5,27
Last Year 3M,2025-06,Clonmel,Coffee & more,Bueno iced latte,65.0,320.58,60
Last Year 3M,2025-06,Clonmel,Coffee & more,Cappuccino,43.0,159.05,41
Last Year 3M,2025-06,Clonmel,Coffee & more,Espresso,1.0,2.5,1
Last Year 3M,2025-06,Clonmel,Coffee & more,Flat white,8.0,26.8,7
Last Year 3M,2025-06,Clonmel,Coffee & more,Hot Choc,3.0,10.5,3
Last Year 3M,2025-06,Clonmel,Coffee & more,Iced Americano,4.0,20.6,3
Last Year 3M,2025-06,Clonmel,Coffee & more,Iced Vanilla cold cap,8.0,38.8,8
Last Year 3M,2025-06,Clonmel,Coffee & more,Iced caramel latte,72.0,352.05,69
Last Year 3M,2025-06,Clonmel,Coffee & more,Iced latte (1),1.0,5.75,1
Last Year 3M,2025-06,Clonmel,Coffee & more,Latte,44.0,170.6,44
Last Year 3M,2025-06,Clonmel,Coffee & more,Pistachio latte,12.0,58.56,12
Last Year 3M,2025-06,Clonmel,Coffee & more,Toasted brown sugar,12.0,63.0,12
Last Year 3M,2025-06,Clonmel,Coffee & more,White chocolate mocha,29.0,141.94,26
Last Year 3M,2025-06,Clonmel,Fruit tea,Apple Soda,1.0,3.78,1
Last Year 3M,2025-06,Clonmel,Fruit tea,Apple lemonade tea,21.0,82.19,20
Last Year 3M,2025-06,Clonmel,Fruit tea,Lemonade no boba medium,4.0,13.21,3
Last Year 3M,2025-06,Clonmel,Fruit tea,Mango Iced Teas,8.0,24.4,7
Last Year 3M,2025-06,Clonmel,Fruit tea,Mango Passion Lemonade,23.0,90.59,18
Last Year 3M,2025-06,Clonmel,Fruit tea,Mango Soda (NEW),22.0,88.27,21
Last Year 3M,2025-06,Clonmel,Fruit tea,Strawberry Lemonade,72.0,285.89,67
Last Year 3M,2025-06,Clonmel,Fruit tea,Strawberry Passion lemonade,48.0,204.37,44
Last Year 3M,2025-06,Clonmel,Fruit tea,Watermelon Lemonade,49.0,192.09,46
Last Year 3M,2025-06,Clonmel,Fruit tea,mango passion Fruit Tea,6.0,28.8,4
Last Year 3M,2025-06,Clonmel,Milk tea,Honey Mango Latte,4.0,21.3,2
Last Year 3M,2025-06,Clonmel,Milk tea,Matcha Latte (no boba),63.0,312.2,61
Last Year 3M,2025-06,Clonmel,Milk tea,Oat matcha latte HOT (no boba),1.0,4.85,1
Last Year 3M,2025-06,Clonmel,Milk tea,Original milk tea,56.0,269.1,52
Last Year 3M,2025-06,Clonmel,Milk tea,Pistachio Crunch Latte,1.0,4.85,1
Last Year 3M,2025-06,Clonmel,Milk tea,Strawberry Sunset,56.0,289.2,51
Last Year 3M,2025-06,Clonmel,Milk tea,Strawberry milk tea,10.0,50.2,8
Last Year 3M,2025-06,Clonmel,Milk tea,Taro milk tea,33.0,170.95,28
Last Year 3M,2025-06,Clonmel,Milk tea,Tiger Milk,54.0,273.3,50
Last Year 3M,2025-06,Clonmel,Namo Plus,Starboy,112.0,436.53,100
Last Year 3M,2025-06,Clonmel,Smoothies,Mango Passionfruit smoothie,82.0,489.5,70
Last Year 3M,2025-06,Clonmel,Specials,Cinema deal (mon - wed),10.0,149.36,10
Last Year 3M,2025-06,Clonmel,Specials,Enchiladas,11.0,112.37,11
Last Year 3M,2025-06,Clonmel,Specials,Loaded Chipotle Wedges,19.0,178.63,17
Last Year 3M,2025-06,Clonmel,Specials,Piñalada,4.0,21.9,4
Last Year 3M,2025-06,Clonmel,Specials,Quesadilla,61.0,623.17,58
Last Year 3M,2025-06,Clonmel,Specials,Straw Matcha (excl boba),70.0,352.9,66
Last Year 3M,2025-06,Clonmel,Specials,Strawberry red velvet milk t,1.0,3.48,1
Last Year 3M,2025-06,Clonmel,Specials,strawberry pinalada,17.0,85.8,17
Last Year 3M,2025-06,Food Trailer,Acai bowls & Smoothies,Classic acai,11.0,93.5,10
Last Year 3M,2025-06,Kilkenny Mexican,Specials,Cinema deal (mon - wed),5.0,72.08,5
